线路编号,车次号,车站编号,到达时刻,发车时刻
12,1276024,130,7:52:07,7:53:07
12,1276026,117,7:24:00,7:24:30
12,1276026,118,7:27:40,7:28:10
12,1276026,119,7:29:58,7:30:28
12,1276026,120,7:33:05,7:33:35
12,1276026,121,7:35:50,7:36:25
12,1276026,122,7:37:55,7:38:25
12,1276026,123,7:40:19,7:40:49
12,1276026,124,7:42:32,7:43:02
12,1276026,125,7:44:46,7:45:16
12,1276026,126,7:48:00,7:48:30
12,1276026,127,7:51:00,7:51:30
12,1276026,128,7:53:50,7:54:25
12,1276026,129,7:56:07,7:56:52
12,1276026,130,7:58:37,7:59:37
12,1276028,117,7:30:30,7:31:00
12,1276028,118,7:34:10,7:34:40
12,1276028,119,7:36:28,7:36:58
12,1276028,120,7:39:35,7:40:05
12,1276028,121,7:42:20,7:42:55
12,1276028,122,7:44:25,7:44:55
12,1276028,123,7:46:49,7:47:19
12,1276028,124,7:49:02,7:49:32
12,1276028,125,7:51:16,7:51:46
12,1276028,126,7:54:30,7:55:00
12,1276028,127,7:57:30,7:58:00
12,1276028,128,8:00:20,8:00:55
12,1276028,129,8:02:37,8:03:22
12,1276028,130,8:05:07,8:06:07
12,1276030,117,7:37:00,7:37:30
12,1276030,118,7:40:40,7:41:10
12,1276030,119,7:42:58,7:43:28
12,1276030,120,7:46:05,7:46:35
12,1276030,121,7:48:50,7:49:25
12,1276030,122,7:50:55,7:51:25
12,1276030,123,7:53:19,7:53:49
12,1276030,124,7:55:32,7:56:02
12,1276030,125,7:57:46,7:58:16
12,1276030,126,8:01:00,8:01:30
12,1276030,127,8:04:00,8:04:30
12,1276030,128,8:06:50,8:07:25
12,1276030,129,8:09:07,8:09:52
12,1276030,130,8:11:37,8:12:37
12,1276032,117,7:43:30,7:44:00
12,1276032,118,7:47:10,7:47:40
12,1276032,119,7:49:28,7:49:58
12,1276032,120,7:52:35,7:53:05
12,1276032,121,7:55:20,7:55:55
12,1276032,122,7:57:25,7:57:55
12,1276032,123,7:59:49,8:00:19
12,1276032,124,8:02:02,8:02:32
12,1276032,125,8:04:16,8:04:46
12,1276032,126,8:07:30,8:08:00
12,1276032,127,8:10:30,8:11:00
12,1276032,128,8:13:20,8:13:55
12,1276032,129,8:15:37,8:16:22
12,1276032,130,8:18:07,8:19:07
12,1276034,117,7:50:00,7:50:30
12,1276034,118,7:53:40,7:54:10
12,1276034,119,7:55:58,7:56:28
12,1276034,120,7:59:05,7:59:35
12,1276034,121,8:01:50,8:02:25
12,1276034,122,8:03:55,8:04:25
12,1276034,123,8:06:19,8:06:49
12,1276034,124,8:08:32,8:09:02
12,1276034,125,8:10:46,8:11:16
12,1276034,126,8:14:00,8:14:30
12,1276034,127,8:17:00,8:17:30
12,1276034,128,8:19:50,8:20:25
12,1276034,129,8:22:07,8:22:52
12,1276034,130,8:24:37,8:25:37
12,1276036,117,7:56:30,7:57:00
12,1276036,118,8:00:10,8:00:40
12,1276036,119,8:02:28,8:02:58
12,1276036,120,8:05:35,8:06:05
12,1276036,121,8:08:20,8:08:55
12,1276036,122,8:10:25,8:10:55
12,1276036,123,8:12:49,8:13:19
12,1276036,124,8:15:02,8:15:32
12,1276036,125,8:17:16,8:17:46
12,1276036,126,8:20:30,8:21:00
12,1276036,127,8:23:30,8:24:00
12,1276036,128,8:26:20,8:26:55
12,1276036,129,8:28:37,8:29:22
12,1276036,130,8:31:07,8:32:07
12,1276038,117,8:03:00,8:03:30
12,1276038,118,8:06:40,8:07:10
12,1276038,119,8:08:58,8:09:28
12,1276038,120,8:12:05,8:12:35
12,1276038,121,8:14:50,8:15:25
12,1276038,122,8:16:55,8:17:25
12,1276038,123,8:19:19,8:19:49
12,1276038,124,8:21:32,8:22:02
12,1276038,125,8:23:46,8:24:16
12,1276038,126,8:27:00,8:27:30
12,1276038,127,8:30:00,8:30:30
12,1276038,128,8:32:50,8:33:25
12,1276038,129,8:35:07,8:35:52
12,1276038,130,8:37:37,8:38:37
12,1276040,117,8:09:30,8:10:00
12,1276040,118,8:13:10,8:13:40
12,1276040,119,8:15:28,8:15:58
12,1276040,120,8:18:35,8:19:05
12,1276040,121,8:21:20,8:21:55
12,1276040,122,8:23:25,8:23:55
12,1276040,123,8:25:49,8:26:19
12,1276040,124,8:28:02,8:28:32
12,1276040,125,8:30:16,8:30:46
12,1276040,126,8:33:30,8:34:00
12,1276040,127,8:36:30,8:37:00
12,1276040,128,8:39:20,8:39:55
12,1276040,129,8:41:37,8:42:22
12,1276040,130,8:44:07,8:45:07
12,1276042,117,8:16:00,8:16:30
12,1276042,118,8:19:40,8:20:10
12,1276042,119,8:21:58,8:22:28
12,1276042,120,8:25:05,8:25:35
12,1276042,121,8:27:50,8:28:25
12,1276042,122,8:29:55,8:30:25
12,1276042,123,8:32:19,8:32:49
12,1276042,124,8:34:32,8:35:02
12,1276042,125,8:36:46,8:37:16
12,1276042,126,8:40:00,8:40:30
12,1276042,127,8:43:00,8:43:30
12,1276042,128,8:45:50,8:46:25
12,1276042,129,8:48:07,8:48:52
12,1276042,130,8:50:37,8:51:37
12,1276044,117,8:22:30,8:23:00
12,1276044,118,8:26:10,8:26:40
12,1276044,119,8:28:28,8:28:58
12,1276044,120,8:31:35,8:32:05
12,1276044,121,8:34:20,8:34:55
12,1276044,122,8:36:25,8:36:55
12,1276044,123,8:38:49,8:39:19
12,1276044,124,8:41:02,8:41:32
12,1276044,125,8:43:16,8:43:46
12,1276044,126,8:46:30,8:47:00
12,1276044,127,8:49:30,8:50:00
12,1276044,128,8:52:20,8:52:55
12,1276044,129,8:54:37,8:55:22
12,1276044,130,8:57:07,8:58:07
12,1276046,117,8:29:00,8:29:30
12,1276046,118,8:32:40,8:33:10
12,1276046,119,8:34:58,8:35:28
12,1276046,120,8:38:05,8:38:35
12,1276046,121,8:40:50,8:41:25
12,1276046,122,8:42:55,8:43:25
12,1276046,123,8:45:19,8:45:49
12,1276046,124,8:47:32,8:48:02
12,1276046,125,8:49:46,8:50:16
12,1276046,126,8:53:00,8:53:30
12,1276046,127,8:56:00,8:56:30
12,1276046,128,8:58:50,8:59:25
12,1276046,129,9:01:07,9:01:52
12,1276046,130,9:03:37,9:04:37
12,1276048,117,8:35:30,8:36:00
12,1276048,118,8:39:10,8:39:40
12,1276048,119,8:41:28,8:41:58
12,1276048,120,8:44:35,8:45:05
12,1276048,121,8:47:20,8:47:55
12,1276048,122,8:49:25,8:49:55
12,1276048,123,8:51:49,8:52:19
12,1276048,124,8:54:02,8:54:32
12,1276048,125,8:56:16,8:56:46
12,1276048,126,8:59:30,9:00:00
12,1276048,127,9:02:30,9:03:00
12,1276048,128,9:05:20,9:05:55
12,1276048,129,9:07:37,9:08:22
12,1276048,130,9:10:07,9:11:07
12,1276050,117,8:42:00,8:42:30
12,1276050,118,8:45:40,8:46:10
12,1276050,119,8:47:58,8:48:28
12,1276050,120,8:51:05,8:51:35
12,1276050,121,8:53:50,8:54:25
12,1276050,122,8:55:55,8:56:25
12,1276050,123,8:58:19,8:58:49
12,1276050,124,9:00:32,9:01:02
12,1276050,125,9:02:46,9:03:16
12,1276050,126,9:06:00,9:06:30
12,1276050,127,9:09:00,9:09:30
12,1276050,128,9:11:50,9:12:25
12,1276050,129,9:14:07,9:14:52
12,1276050,130,9:16:37,9:17:37
12,1276052,117,8:48:30,8:49:00
12,1276052,118,8:52:10,8:52:40
12,1276052,119,8:54:28,8:54:58
12,1276052,120,8:57:35,8:58:05
12,1276052,121,9:00:20,9:00:55
12,1276052,122,9:02:25,9:02:55
12,1276052,123,9:04:49,9:05:19
12,1276052,124,9:07:02,9:07:32
12,1276052,125,9:09:16,9:09:46
12,1276052,126,9:12:30,9:13:00
12,1276052,127,9:15:30,9:16:00
12,1276052,128,9:18:20,9:18:55
12,1276052,129,9:20:37,9:21:22
12,1276052,130,9:23:07,9:24:07
12,1276054,117,8:55:00,8:55:30
12,1276054,118,8:58:40,8:59:10
12,1276054,119,9:00:58,9:01:28
12,1276054,120,9:04:05,9:04:35
12,1276054,121,9:06:50,9:07:25
12,1276054,122,9:08:55,9:09:25
12,1276054,123,9:11:19,9:11:49
12,1276054,124,9:13:32,9:14:02
12,1276054,125,9:15:46,9:16:16
12,1276054,126,9:19:00,9:19:30
12,1276054,127,9:22:00,9:22:30
12,1276054,128,9:24:50,9:25:25
12,1276054,129,9:27:07,9:27:52
12,1276054,130,9:29:37,9:30:37
12,1276056,117,9:01:30,9:02:00
12,1276056,118,9:05:10,9:05:40
12,1276056,119,9:07:28,9:07:58
12,1276056,120,9:10:35,9:11:05
12,1276056,121,9:13:20,9:13:55
12,1276056,122,9:15:25,9:15:55
12,1276056,123,9:17:49,9:18:19
12,1276056,124,9:20:02,9:20:32
12,1276056,125,9:22:16,9:22:46
12,1276056,126,9:25:30,9:26:00
12,1276056,127,9:28:30,9:29:00
12,1276056,128,9:31:20,9:31:55
12,1276056,129,9:33:37,9:34:22
12,1276056,130,9:36:07,9:37:07
12,1276058,117,9:08:00,9:08:30
12,1276058,118,9:11:40,9:12:10
12,1276058,119,9:13:58,9:14:28
12,1276058,120,9:17:05,9:17:35
12,1276058,121,9:19:50,9:20:25
12,1276058,122,9:21:55,9:22:25
12,1276058,123,9:24:19,9:24:49
12,1276058,124,9:26:32,9:27:02
12,1276058,125,9:28:46,9:29:16
12,1276058,126,9:32:00,9:32:30
12,1276058,127,9:35:00,9:35:30
12,1276058,128,9:37:50,9:38:25
12,1276058,129,9:40:07,9:40:52
12,1276058,130,9:42:37,9:43:37
12,1276060,117,9:14:30,9:15:00
12,1276060,118,9:18:10,9:18:40
12,1276060,119,9:20:28,9:20:58
12,1276060,120,9:23:35,9:24:05
12,1276060,121,9:26:20,9:26:55
12,1276060,122,9:28:25,9:28:55
12,1276060,123,9:30:49,9:31:19
12,1276060,124,9:33:02,9:33:32
12,1276060,125,9:35:16,9:35:46
12,1276060,126,9:38:30,9:39:00
12,1276060,127,9:41:30,9:42:00
12,1276060,128,9:44:20,9:44:55
12,1276060,129,9:46:37,9:47:22
12,1276060,130,9:49:07,9:50:07
12,1276062,117,9:21:00,9:21:30
12,1276062,118,9:24:40,9:25:10
12,1276062,119,9:26:58,9:27:28
12,1276062,120,9:30:05,9:30:35
12,1276062,121,9:32:50,9:33:25
12,1276062,122,9:34:55,9:35:25
12,1276062,123,9:37:19,9:37:49
12,1276062,124,9:39:32,9:40:02
12,1276062,125,9:41:46,9:42:16
12,1276062,126,9:45:00,9:45:30
12,1276062,127,9:48:00,9:48:30
12,1276062,128,9:50:50,9:51:25
12,1276062,129,9:53:07,9:53:52
12,1276062,130,9:55:37,9:56:37
12,1276064,117,9:27:30,9:28:00
12,1276064,118,9:31:10,9:31:40
12,1276064,119,9:33:28,9:33:58
12,1276064,120,9:36:35,9:37:05
12,1276064,121,9:39:20,9:39:55
12,1276064,122,9:41:25,9:41:55
12,1276064,123,9:43:49,9:44:19
12,1276064,124,9:46:02,9:46:32
12,1276064,125,9:48:16,9:48:46
12,1276064,126,9:51:30,9:52:00
12,1276064,127,9:54:30,9:55:00
12,1276064,128,9:57:20,9:57:55
12,1276064,129,9:59:37,10:00:22
12,1276064,130,10:02:07,10:03:07
12,1276066,117,9:34:00,9:34:30
12,1276066,118,9:37:40,9:38:10
12,1276066,119,9:39:58,9:40:28
12,1276066,120,9:43:05,9:43:35
12,1276066,121,9:45:50,9:46:25
12,1276066,122,9:47:55,9:48:25
12,1276066,123,9:50:19,9:50:49
12,1276066,124,9:52:32,9:53:02
12,1276066,125,9:54:46,9:55:16
12,1276066,126,9:58:00,9:58:30
12,1276066,127,10:01:00,10:01:30
12,1276066,128,10:03:50,10:04:25
12,1276066,129,10:06:07,10:06:52
12,1276066,130,10:08:37,10:09:37
12,1276068,117,9:40:30,9:41:00
12,1276068,118,9:44:10,9:44:40
12,1276068,119,9:46:28,9:46:58
12,1276068,120,9:49:35,9:50:05
12,1276068,121,9:52:20,9:52:55
12,1276068,122,9:54:25,9:54:55
12,1276068,123,9:56:49,9:57:19
12,1276068,124,9:59:02,9:59:32
12,1276068,125,10:01:16,10:01:46
12,1276068,126,10:04:30,10:05:00
12,1276068,127,10:07:30,10:08:00
12,1276068,128,10:10:20,10:10:55
12,1276068,129,10:12:37,10:13:22
12,1276068,130,10:15:07,10:16:07
12,1276070,117,9:51:30,9:52:00
12,1276070,118,9:55:10,9:55:40
12,1276070,119,9:57:28,9:57:58
12,1276070,120,10:00:35,10:01:05
12,1276070,121,10:03:20,10:03:55
12,1276070,122,10:05:25,10:05:55
12,1276070,123,10:07:49,10:08:19
12,1276070,124,10:10:02,10:10:32
12,1276070,125,10:12:16,10:12:46
12,1276070,126,10:15:30,10:16:00
12,1276070,127,10:18:30,10:19:00
12,1276070,128,10:21:20,10:21:55
12,1276070,129,10:23:37,10:24:22
12,1276070,130,10:26:07,10:27:07
12,1276072,117,10:02:30,10:03:00
12,1276072,118,10:06:10,10:06:40
12,1276072,119,10:08:28,10:08:58
12,1276072,120,10:11:35,10:12:05
12,1276072,121,10:14:20,10:14:55
12,1276072,122,10:16:25,10:16:55
12,1276072,123,10:18:49,10:19:19
12,1276072,124,10:21:02,10:21:32
12,1276072,125,10:23:16,10:23:46
12,1276072,126,10:26:30,10:27:00
12,1276072,127,10:29:30,10:30:00
12,1276072,128,10:32:20,10:32:55
12,1276072,129,10:34:37,10:35:22
12,1276072,130,10:37:07,10:38:07
12,1276074,117,10:13:30,10:14:00
12,1276074,118,10:17:10,10:17:40
12,1276074,119,10:19:28,10:19:58
12,1276074,120,10:22:35,10:23:05
12,1276074,121,10:25:20,10:25:55
12,1276074,122,10:27:25,10:27:55
12,1276074,123,10:29:49,10:30:19
12,1276074,124,10:32:02,10:32:32
12,1276074,125,10:34:16,10:34:46
12,1276074,126,10:37:30,10:38:00
12,1276074,127,10:40:30,10:41:00
12,1276074,128,10:43:20,10:43:55
12,1276074,129,10:45:37,10:46:22
12,1276074,130,10:48:07,10:49:07
12,1276076,117,10:24:30,10:25:00
12,1276076,118,10:28:10,10:28:40
12,1276076,119,10:30:28,10:30:58
12,1276076,120,10:33:35,10:34:05
12,1276076,121,10:36:20,10:36:55
12,1276076,122,10:38:25,10:38:55
12,1276076,123,10:40:49,10:41:19
12,1276076,124,10:43:02,10:43:32
12,1276076,125,10:45:16,10:45:46
12,1276076,126,10:48:30,10:49:00
12,1276076,127,10:51:30,10:52:00
12,1276076,128,10:54:20,10:54:55
12,1276076,129,10:56:37,10:57:22
12,1276076,130,10:59:07,11:00:07
12,1276078,117,10:35:30,10:36:00
12,1276078,118,10:39:10,10:39:40
12,1276078,119,10:41:28,10:41:58
12,1276078,120,10:44:35,10:45:05
12,1276078,121,10:47:20,10:47:55
12,1276078,122,10:49:25,10:49:55
12,1276078,123,10:51:49,10:52:19
12,1276078,124,10:54:02,10:54:32
12,1276078,125,10:56:16,10:56:46
12,1276078,126,10:59:30,11:00:00
12,1276078,127,11:02:30,11:03:00
12,1276078,128,11:05:20,11:05:55
12,1276078,129,11:07:37,11:08:22
12,1276078,130,11:10:07,11:11:07
12,1276080,117,10:46:30,10:47:00
12,1276080,118,10:50:10,10:50:40
12,1276080,119,10:52:28,10:52:58
12,1276080,120,10:55:35,10:56:05
12,1276080,121,10:58:20,10:58:55
12,1276080,122,11:00:25,11:00:55
12,1276080,123,11:02:49,11:03:19
12,1276080,124,11:05:02,11:05:32
12,1276080,125,11:07:16,11:07:46
12,1276080,126,11:10:30,11:11:00
12,1276080,127,11:13:30,11:14:00
12,1276080,128,11:16:20,11:16:55
12,1276080,129,11:18:37,11:19:22
12,1276080,130,11:21:07,11:22:07
12,1276082,117,10:57:30,10:58:00
12,1276082,118,11:01:10,11:01:40
12,1276082,119,11:03:28,11:03:58
12,1276082,120,11:06:35,11:07:05
12,1276082,121,11:09:20,11:09:55
12,1276082,122,11:11:25,11:11:55
12,1276082,123,11:13:49,11:14:19
12,1276082,124,11:16:02,11:16:32
12,1276082,125,11:18:16,11:18:46
12,1276082,126,11:21:30,11:22:00
12,1276082,127,11:24:30,11:25:00
12,1276082,128,11:27:20,11:27:55
12,1276082,129,11:29:37,11:30:22
12,1276082,130,11:32:07,11:33:07
12,1276084,117,11:08:30,11:09:00
12,1276084,118,11:12:10,11:12:40
12,1276084,119,11:14:28,11:14:58
12,1276084,120,11:17:35,11:18:05
12,1276084,121,11:20:20,11:20:55
12,1276084,122,11:22:25,11:22:55
12,1276084,123,11:24:49,11:25:19
12,1276084,124,11:27:02,11:27:32
12,1276084,125,11:29:16,11:29:46
12,1276084,126,11:32:30,11:33:00
12,1276084,127,11:35:30,11:36:00
12,1276084,128,11:38:20,11:38:55
12,1276084,129,11:40:37,11:41:22
12,1276084,130,11:43:07,11:44:07
12,1276086,117,11:19:30,11:20:00
12,1276086,118,11:23:10,11:23:40
12,1276086,119,11:25:28,11:25:58
12,1276086,120,11:28:35,11:29:05
12,1276086,121,11:31:20,11:31:55
12,1276086,122,11:33:25,11:33:55
12,1276086,123,11:35:49,11:36:19
12,1276086,124,11:38:02,11:38:32
12,1276086,125,11:40:16,11:40:46
12,1276086,126,11:43:30,11:44:00
12,1276086,127,11:46:30,11:47:00
12,1276086,128,11:49:20,11:49:55
12,1276086,129,11:51:37,11:52:22
12,1276086,130,11:54:07,11:55:07
12,1276088,117,11:30:30,11:31:00
12,1276088,118,11:34:10,11:34:40
12,1276088,119,11:36:28,11:36:58
12,1276088,120,11:39:35,11:40:05
12,1276088,121,11:42:20,11:42:55
12,1276088,122,11:44:25,11:44:55
12,1276088,123,11:46:49,11:47:19
12,1276088,124,11:49:02,11:49:32
12,1276088,125,11:51:16,11:51:46
12,1276088,126,11:54:30,11:55:00
12,1276088,127,11:57:30,11:58:00
12,1276090,117,11:41:30,11:42:00
12,1276090,118,11:45:10,11:45:40
12,1276090,119,11:47:28,11:47:58
12,1276090,120,11:50:35,11:51:05
12,1276090,121,11:53:20,11:53:55
12,1276090,122,11:55:25,11:55:55
12,1276090,123,11:57:49,11:58:19
12,1276092,117,11:52:30,11:53:00
12,1276092,118,11:56:10,11:56:40
12,1276092,119,11:58:28,11:58:58
12,1277001,130,5:19:30,5:20:00
12,1277001,129,5:21:50,5:22:35
12,1277001,128,5:24:15,5:24:50
12,1277001,127,5:27:11,5:27:41
12,1277001,126,5:30:11,5:30:41
12,1277001,125,5:33:23,5:33:53
12,1277001,124,5:35:36,5:36:06
12,1277001,123,5:37:47,5:38:17
12,1277001,122,5:40:08,5:40:38
12,1277001,121,5:42:08,5:42:43
12,1277001,120,5:44:58,5:45:28
12,1277001,119,5:48:05,5:48:35
12,1277001,118,5:50:20,5:50:50
12,1277001,117,5:54:05,5:55:05
12,1277003,130,5:28:25,5:28:55
12,1277003,129,5:30:45,5:31:30
12,1277003,128,5:33:10,5:33:45
12,1277003,127,5:36:06,5:36:36
12,1277003,126,5:39:06,5:39:36
12,1277003,125,5:42:18,5:42:48
12,1277003,124,5:44:31,5:45:01
12,1277003,123,5:46:42,5:47:12
12,1277003,122,5:49:03,5:49:33
12,1277003,121,5:51:03,5:51:38
12,1277003,120,5:53:53,5:54:23
12,1277003,119,5:57:00,5:57:30
12,1277003,118,5:59:15,5:59:45
12,1277003,117,6:03:00,6:04:00
12,1277005,130,5:34:55,5:35:25
12,1277005,129,5:37:15,5:38:00
12,1277005,128,5:39:40,5:40:15
12,1277005,127,5:42:36,5:43:06
12,1277005,126,5:45:36,5:46:06
12,1277005,125,5:48:48,5:49:18
12,1277005,124,5:51:01,5:51:31
12,1277005,123,5:53:12,5:53:42
12,1277005,122,5:55:33,5:56:03
12,1277005,121,5:57:33,5:58:08
12,1277005,120,6:00:23,6:00:53
12,1277005,119,6:03:30,6:04:00
12,1277005,118,6:05:45,6:06:15
12,1277005,117,6:09:30,6:10:30
12,1277007,130,5:41:25,5:41:55
12,1277007,129,5:43:45,5:44:30
12,1277007,128,5:46:10,5:46:45
12,1277007,127,5:49:06,5:49:36
12,1277007,126,5:52:06,5:52:36
12,1277007,125,5:55:18,5:55:48
12,1277007,124,5:57:31,5:58:01
12,1277007,123,5:59:42,6:00:12
12,1277007,122,6:02:03,6:02:33
12,1277007,121,6:04:03,6:04:38
12,1277007,120,6:06:53,6:07:23
12,1277007,119,6:10:00,6:10:30
12,1277007,118,6:12:15,6:12:45
12,1277007,117,6:16:00,6:17:00
12,1277009,130,5:47:55,5:48:25
12,1277009,129,5:50:15,5:51:00
12,1277009,128,5:52:40,5:53:15
12,1277009,127,5:55:36,5:56:06
12,1277009,126,5:58:36,5:59:06
12,1277009,125,6:01:48,6:02:18
12,1277009,124,6:04:01,6:04:31
12,1277009,123,6:06:12,6:06:42
12,1277009,122,6:08:33,6:09:03
12,1277009,121,6:10:33,6:11:08
12,1277009,120,6:13:23,6:13:53
12,1277009,119,6:16:30,6:17:00
12,1277009,118,6:18:45,6:19:15
12,1277009,117,6:22:30,6:23:30
12,1277011,130,5:54:25,5:54:55
12,1277011,129,5:56:45,5:57:30
12,1277011,128,5:59:10,5:59:45
12,1277011,127,6:02:06,6:02:36
12,1277011,126,6:05:06,6:05:36
12,1277011,125,6:08:18,6:08:48
12,1277011,124,6:10:31,6:11:01
12,1277011,123,6:12:42,6:13:12
12,1277011,122,6:15:03,6:15:33
12,1277011,121,6:17:03,6:17:38
12,1277011,120,6:19:53,6:20:23
12,1277011,119,6:23:00,6:23:30
12,1277011,118,6:25:15,6:25:45
12,1277011,117,6:29:00,6:30:00
12,1277013,130,6:00:55,6:01:25
12,1277013,129,6:03:15,6:04:00
12,1277013,128,6:05:40,6:06:15
12,1277013,127,6:08:36,6:09:06
12,1277013,126,6:11:36,6:12:06
12,1277013,125,6:14:48,6:15:18
12,1277013,124,6:17:01,6:17:31
12,1277013,123,6:19:12,6:19:42
12,1277013,122,6:21:33,6:22:03
12,1277013,121,6:23:33,6:24:08
12,1277013,120,6:26:23,6:26:53
12,1277013,119,6:29:30,6:30:00
12,1277013,118,6:31:45,6:32:15
12,1277013,117,6:35:30,6:36:30
12,1277015,130,6:07:25,6:07:55
12,1277015,129,6:09:45,6:10:30
12,1277015,128,6:12:10,6:12:45
12,1277015,127,6:15:06,6:15:36
12,1277015,126,6:18:06,6:18:36
12,1277015,125,6:21:18,6:21:48
12,1277015,124,6:23:31,6:24:01
12,1277015,123,6:25:42,6:26:12
12,1277015,122,6:28:03,6:28:33
12,1277015,121,6:30:03,6:30:38
12,1277015,120,6:32:53,6:33:23
12,1277015,119,6:36:00,6:36:30
12,1277015,118,6:38:15,6:38:45
12,1277015,117,6:42:00,6:43:00
12,1277017,130,6:13:55,6:14:25
12,1277017,129,6:16:15,6:17:00
12,1277017,128,6:18:40,6:19:15
12,1277017,127,6:21:36,6:22:06
12,1277017,126,6:24:36,6:25:06
12,1277017,125,6:27:48,6:28:18
12,1277017,124,6:30:01,6:30:31
12,1277017,123,6:32:12,6:32:42
12,1277017,122,6:34:33,6:35:03
12,1277017,121,6:36:33,6:37:08
12,1277017,120,6:39:23,6:39:53
12,1277017,119,6:42:30,6:43:00
12,1277017,118,6:44:45,6:45:15
12,1277017,117,6:48:30,6:49:30
12,1277019,130,6:20:25,6:20:55
12,1277019,129,6:22:45,6:23:30
12,1277019,128,6:25:10,6:25:45
12,1277019,127,6:28:06,6:28:36
12,1277019,126,6:31:06,6:31:36
12,1277019,125,6:34:18,6:34:48
12,1277019,124,6:36:31,6:37:01
12,1277019,123,6:38:42,6:39:12
12,1277019,122,6:41:03,6:41:33
12,1277019,121,6:43:03,6:43:38
12,1277019,120,6:45:53,6:46:23
12,1277019,119,6:49:00,6:49:30
12,1277019,118,6:51:15,6:51:45
12,1277019,117,6:55:00,6:56:00
12,1277021,130,6:26:55,6:27:25
12,1277021,129,6:29:15,6:30:00
12,1277021,128,6:31:40,6:32:15
12,1277021,127,6:34:36,6:35:06
12,1277021,126,6:37:36,6:38:06
12,1277021,125,6:40:48,6:41:18
12,1277021,124,6:43:01,6:43:31
12,1277021,123,6:45:12,6:45:42
12,1277021,122,6:47:33,6:48:03
12,1277021,121,6:49:33,6:50:08
12,1277021,120,6:52:23,6:52:53
12,1277021,119,6:55:30,6:56:00
12,1277021,118,6:57:45,6:58:15
12,1277021,117,7:01:30,7:02:30
12,1277023,130,6:33:25,6:33:55
12,1277023,129,6:35:45,6:36:30
12,1277023,128,6:38:10,6:38:45
12,1277023,127,6:41:06,6:41:36
12,1277023,126,6:44:06,6:44:36
12,1277023,125,6:47:18,6:47:48
12,1277023,124,6:49:31,6:50:01
12,1277023,123,6:51:42,6:52:12
12,1277023,122,6:54:03,6:54:33
12,1277023,121,6:56:03,6:56:38
12,1277023,120,6:58:53,6:59:23
12,1277023,119,7:02:00,7:02:30
12,1277023,118,7:04:15,7:04:45
12,1277023,117,7:08:00,7:09:00
12,1277025,130,6:39:55,6:40:25
12,1277025,129,6:42:15,6:43:00
12,1277025,128,6:44:40,6:45:15
12,1277025,127,6:47:36,6:48:06
12,1277025,126,6:50:36,6:51:06
12,1277025,125,6:53:48,6:54:18
12,1277025,124,6:56:01,6:56:31
12,1277025,123,6:58:12,6:58:42
12,1277025,122,7:00:33,7:01:03
12,1277025,121,7:02:33,7:03:08
12,1277025,120,7:05:23,7:05:53
12,1277025,119,7:08:30,7:09:00
12,1277025,118,7:10:45,7:11:15
12,1277025,117,7:14:30,7:15:30
12,1277027,130,6:46:25,6:46:55
12,1277027,129,6:48:45,6:49:30
12,1277027,128,6:51:10,6:51:45
12,1277027,127,6:54:06,6:54:36
12,1277027,126,6:57:06,6:57:36
12,1277027,125,7:00:18,7:00:48
12,1277027,124,7:02:31,7:03:01
12,1277027,123,7:04:42,7:05:12
12,1277027,122,7:07:03,7:07:33
12,1277027,121,7:09:03,7:09:38
12,1277027,120,7:11:53,7:12:23
12,1277027,119,7:15:00,7:15:30
12,1277027,118,7:17:15,7:17:45
12,1277027,117,7:21:00,7:22:00
12,1277029,130,6:52:55,6:53:25
12,1277029,129,6:55:15,6:56:00
12,1277029,128,6:57:40,6:58:15
12,1277029,127,7:00:36,7:01:06
12,1277029,126,7:03:36,7:04:06
12,1277029,125,7:06:48,7:07:18
12,1277029,124,7:09:01,7:09:31
12,1277029,123,7:11:12,7:11:42
12,1277029,122,7:13:33,7:14:03
12,1277029,121,7:15:33,7:16:08
12,1277029,120,7:18:23,7:18:53
12,1277029,119,7:21:30,7:22:00
12,1277029,118,7:23:45,7:24:15
12,1277029,117,7:27:30,7:28:30
12,1277031,130,6:59:25,6:59:55
12,1277031,129,7:01:45,7:02:30
12,1277031,128,7:04:10,7:04:45
12,1277031,127,7:07:06,7:07:36
12,1277031,126,7:10:06,7:10:36
12,1277031,125,7:13:18,7:13:48
12,1277031,124,7:15:31,7:16:01
12,1277031,123,7:17:42,7:18:12
12,1277031,122,7:20:03,7:20:33
12,1277031,121,7:22:03,7:22:38
12,1277031,120,7:24:53,7:25:23
12,1277031,119,7:28:00,7:28:30
12,1277031,118,7:30:15,7:30:45
12,1277031,117,7:34:00,7:35:00
12,1277033,130,7:05:55,7:06:25
12,1277033,129,7:08:15,7:09:00
12,1277033,128,7:10:40,7:11:15
12,1277033,127,7:13:36,7:14:06
12,1277033,126,7:16:36,7:17:06
12,1277033,125,7:19:48,7:20:18
12,1277033,124,7:22:01,7:22:31
12,1277033,123,7:24:12,7:24:42
12,1277033,122,7:26:33,7:27:03
12,1277033,121,7:28:33,7:29:08
12,1277033,120,7:31:23,7:31:53
12,1277033,119,7:34:30,7:35:00
12,1277033,118,7:36:45,7:37:15
12,1277033,117,7:40:30,7:41:30
12,1277035,130,7:12:25,7:12:55
12,1277035,129,7:14:45,7:15:30
12,1277035,128,7:17:10,7:17:45
12,1277035,127,7:20:06,7:20:36
